"MO100E","MO100S","MO87E","MO87S","MO98E","MO98S","MO99E","MO99S"
0,23,0,0,0,0,0,0
0,0,26,0,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,4,0,0,0,20
0,0,0,25,0,0,0,0
0,0,0,0,0,0,26,0
15,0,0,0,0,4,0,4
5,0,19,0,8,0,0,0
24,0,0,0,0,0,0,0
0,14,0,0,0,0,10,0
0,0,25,0,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,0,0,22,0,0
0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,15
24,0,0,0,0,0,0,0
6,0,13,0,0,0,0,0
0,28,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,0,0,43,6,0,0
0,0,0,0,0,3,0,11
0,0,0,0,0,0,24,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,25,0
0,0,0,0,0,0,25,0
6,0,0,0,0,14,0,0
0,0,0,0,0,0,30,0
20,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,0,0,27,0,0,0,0
0,0,0,0,64,0,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,13,0,6
0,0,0,0,0,0,26,0
18,0,0,0,0,0,0,0
3,14,0,0,0,0,0,4
0,26,0,0,0,0,0,0
0,0,28,0,0,0,0,0
0,0,22,8,0,0,0,0
0,0,28,0,0,0,0,0
0,0,0,0,0,0,29,0
0,0,0,0,0,0,15,0
27,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
0,12,0,0,0,0,0,12
0,0,20,0,0,0,0,0
0,0,26,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,19,0,0,0,0,0
0,0,22,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,0,0,0,26,0
0,0,0,0,0,0,17,0
7,0,0,8,0,14,0,0
19,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,0,29,0,0,0,0,0
0,0,13,0,29,0,0,0
0,0,0,20,0,0,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,24,0,0
0,0,0,0,0,0,24,0
0,0,0,0,0,0,21,0
18,0,0,0,0,0,0,0
18,0,0,0,0,2,0,2
16,2,0,0,0,0,0,0
0,5,0,0,0,0,22,0
0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,22
20,0,0,0,0,0,0,0
6,0,0,0,13,0,16,0
8,0,0,0,0,0,13,0
0,0,0,30,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,2,22,0
0,0,0,0,0,0,21,0
0,0,0,0,0,0,20,0
0,0,0,0,0,0,25,0
22,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,6,0,0,0,16,0,0
0,0,25,0,0,0,0,0
0,0,26,0,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,9,0,0,13,0
0,0,0,0,56,0,0,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,12
21,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,10,0,0,0,8,0,0
0,0,0,0,0,4,8,4
0,0,0,0,0,0,16,0
0,0,0,0,0,0,25,0
26,0,0,0,0,0,0,0
20,0,0,0,0,1,0,0
0,18,0,0,0,0,0,0
0,0,10,0,10,0,0,0
0,0,23,0,0,0,0,0
0,0,22,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,25,0,0,0,0,0
0,0,0,15,0,2,0,0
0,0,0,25,0,0,0,0
0,0,0,30,0,0,0,0
0,0,0,0,0,0,23,0
0,0,0,0,0,0,25,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,20
22,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
1,0,0,0,0,16,0,9
2,0,0,0,0,9,0,0
0,21,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,0,0,22,0,0
0,0,0,0,0,0,20,0
0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,17
4,3,0,0,20,2,0,0
9,0,12,0,0,0,0,0
2,1,0,0,0,0,17,0
1,0,0,0,0,0,17,0
0,0,0,0,34,4,0,0
12,0,0,14,0,0,0,0
0,24,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,0,0,0,23,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,12
17,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
17,0,0,0,0,3,0,0
4,0,0,17,0,0,0,0
2,11,0,0,0,0,0,0
2,0,0,0,0,0,20,0
20,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,14,0,0,0,0,0,9
0,5,0,0,0,12,0,4
0,0,25,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,0,2,0,0,17,0
0,0,0,8,0,6,0,0
0,0,0,0,54,0,0,0
0,0,0,0,14,3,0,3
0,0,0,0,0,17,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,0,19,0
0,0,0,0,0,0,20,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,15
16,0,0,0,0,0,0,1
0,21,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,3,0,0,0,0,0,11
0,14,0,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,0,5,0,12,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,0,19,0
0,0,15,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,25,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,0,51,0,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,19,0
0,20,0,0,0,0,0,0
0,12,0,0,22,0,0,0
0,0,14,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,13,18,0,0,0
0,0,0,0,47,1,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,0,17,1
0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,18
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,18,0,0,0,0,0
0,0,0,6,20,0,0,0
0,0,0,0,40,1,0,0
0,0,0,0,0,16,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,20,0
0,0,0,0,0,0,13,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
5,0,0,10,0,0,0,0
2,0,0,0,0,8,0,0
0,18,0,0,0,0,0,0
0,4,0,0,0,12,0,2
0,16,0,0,0,0,0,0
0,0,24,0,0,0,0,0
0,0,19,0,0,0,0,0
0,0,17,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,18,0,0,0,0,0
0,0,17,0,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,3,37,0,0,0
0,0,0,0,49,0,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,10
14,0,0,0,0,0,0,0
3,0,8,1,0,1,0,0
3,0,0,0,0,0,15,0
0,12,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,2,38,0,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,16,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,7,0,5
0,0,0,0,0,0,20,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,12
13,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
3,6,0,0,0,0,0,2
0,17,0,0,0,0,0,0
1,0,0,0,0,0,23,0
0,1,0,0,0,11,0,0
0,0,17,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,14,0,0,2,0,0
0,0,17,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,16,0
6,0,6,4,0,0,0,0
0,4,0,0,0,12,0,0
0,0,18,0,0,0,0,0
0,0,22,0,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,0,19,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,19,0
0,0,0,0,0,0,20,0
0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,18
15,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
4,0,0,0,0,0,12,0
22,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,7
14,0,0,0,0,0,0,0
9,0,0,6,0,0,0,0
0,0,11,0,0,0,0,0
0,10,0,0,0,0,0,0
0,18,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,0,12,0,0,0,0,0
0,0,0,11,0,2,0,0
0,0,0,19,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,21,0
7,0,0,0,0,0,0,0
2,0,0,0,0,0,13,0
13,0,0,0,0,0,0,0
0,8,0,0,0,2,0,2
0,0,16,0,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,6,0,12
0,0,0,0,0,12,0,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,19
16,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
5,0,0,0,0,2,0,4
13,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,0,10,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,0,10,0,2,0,0
0,0,0,4,0,0,0,12
0,0,0,0,0,0,22,0
0,0,0,0,0,0,12,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,12
17,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
5,0,0,0,0,9,0,0
7,4,0,2,0,0,0,0
12,0,0,0,0,0,0,0
0,0,18,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,18,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,7,11,0,0,0
0,0,0,15,0,0,0,0
0,0,0,0,41,0,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,14,0
21,0,0,0,0,0,0,0
10,0,0,0,0,0,0,6
0,12,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,9,0,7,0,0,0,0
0,15,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,0,3,0,8,0,0
0,0,0,0,38,0,0,0
0,0,0,0,39,0,0,0
0,0,0,0,14,3,0,3
0,0,0,0,0,16,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,14,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,14
12,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,6,0,12,0,0
0,0,0,0,38,0,0,0
0,0,0,0,37,0,0,0
0,0,0,0,39,0,0,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,13
16,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
7,0,0,0,0,0,0,5
17,0,0,0,0,0,0,0
0,6,0,0,0,7,0,0
0,10,0,0,0,0,0,0
0,0,10,0,0,0,0,0
0,0,10,0,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,6,0,0,9,0
0,0,0,18,0,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,37,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,10
13,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
3,0,0,9,0,0,0,0
10,0,0,4,0,0,0,0
0,13,0,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,10,0,0,0,3
0,0,0,19,0,0,0,0
0,0,0,3,0,11,0,0
0,0,0,0,37,0,0,0
0,0,0,0,0,0,6,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,15
10,0,0,0,0,0,0,0
5,0,0,10,0,0,0,0
9,0,0,0,0,4,0,0
9,0,0,0,0,0,0,0
7,0,0,0,0,5,0,0
10,0,0,0,0,0,0,0
8,0,0,0,14,0,0,0
5,0,0,0,0,8,0,0
11,0,0,0,0,5,0,0
0,8,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,6,0,0,0,0,0,1
0,14,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,10,0,2,0,0
0,0,0,4,0,4,0,2
0,0,0,19,0,0,0,0
0,0,0,0,36,0,0,0
0,0,0,0,32,0,2,0
0,0,0,0,0,14,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,0,11,0
0,0,0,0,0,0,15,0
18,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
1,0,0,0,0,6,0,0
0,16,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,5,0,0,0,5,0,0
0,14,0,0,0,0,0,0
0,0,0,0,0,0,15,0
0,10,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,10,0,0,0,0,0
0,0,11,0,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,4,0,9,0,0
0,0,0,0,35,0,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,0,10,0
0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,11
17,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
2,0,0,0,0,0,0,6
8,0,0,0,10,0,0,0
7,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,26,0,0,1
0,0,0,0,0,10,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,0,14,0
0,0,0,0,0,0,8,0
0,0,0,0,0,0,15,0
13,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
3,0,0,1,0,7,0,0
5,0,0,9,0,0,0,0
13,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,0,0,3,0,1,0,1
0,0,0,11,0,0,0,0
0,0,0,7,0,0,0,5
0,0,0,0,32,0,0,0
0,0,0,0,33,0,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,0,11,0
0,0,0,0,0,0,13,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,6,0,0,0,0,0,5
0,7,0,0,0,0,0,0
0,0,9,0,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,6,0,6,0,0
0,0,0,0,31,0,0,0
0,0,0,0,31,0,0,0
0,0,0,0,0,4,0,1
0,0,0,0,0,0,15,0
0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,4
15,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
7,0,5,0,0,0,0,0
11,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,0,31,0,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,0,8,0
0,0,0,0,0,0,9,0
0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,9
15,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,0,0,10,0,1,0,0
0,0,0,7,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,8,0,0,0,1
0,0,0,0,0,9,0,0
0,0,0,0,24,2,0,0
0,0,0,0,29,0,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,0,9,0
0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,12
5,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,2,0,0
11,0,0,0,0,3,0,0
0,7,0,0,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,4,0,0,0,4
0,0,0,0,29,0,0,0
0,0,0,0,27,0,0,0
0,0,0,0,28,0,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,9
8,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
3,0,0,0,0,6,0,0
5,0,0,0,0,0,0,0
3,0,0,0,17,0,0,0
0,9,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,0,28,0,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,0,12,0
0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,6
16,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
2,0,0,0,0,0,3,0
4,0,0,5,0,0,1,0
0,12,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,3,0,0,0,0,0,1
0,7,0,0,0,0,0,2
0,0,0,10,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,3,0,0
0,0,0,9,0,0,0,0
0,0,0,0,26,0,0,0
0,0,0,0,27,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,26,0,0,0
0,0,0,0,0,6,0,1
0,0,0,0,0,7,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,8
10,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
2,7,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,5,0,3
0,0,0,0,0,8,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,0,11,0
0,0,0,0,0,0,11,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0
11,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,1
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,6,0,2,0,0
0,0,0,2,18,0,0,0
0,0,0,6,0,0,0,0
0,0,0,0,25,0,0,0
0,0,0,0,25,0,0,0
0,0,0,0,25,0,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,9
7,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,13,2,0,0
9,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,0,19,0,0,2
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,23,0,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,2,0,5
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,0,10,0
9,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,5,0,0,0,0,0,1
0,10,0,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,1,17,0,0,0
0,0,0,7,0,0,0,0
0,0,0,0,23,0,0,0
0,0,0,0,23,0,0,0
0,0,0,0,18,0,0,1
0,0,0,0,0,9,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,1,0,4
0,0,0,0,0,10,0,0
0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4
8,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
5,0,0,5,0,0,0,0
9,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
