"MO100E","MO100S","MO87E","MO87S","MO98E","MO98S","MO99E","MO99S"
0,8,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,21,0,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,6,0,3
0,0,0,0,0,8,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,5
9,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,21,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,0,9,0
0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,3
7,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,3,0,0,0,1,0,0
0,5,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,18,0,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,9
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0
4,0,0,0,0,4,0,0
8,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
1,0,0,0,9,1,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,0,19,0,0,0
0,0,0,0,19,0,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,2
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,3,0,5,0,0,0,0
0,5,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,5,0,3,0,0
0,0,0,7,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,5,0,2,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,3,0,2
0,0,0,0,0,3,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,2,0,2
0,0,0,0,0,6,0,0
0,0,0,0,0,2,0,3
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,5
5,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,2,0,0,0,0
5,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,5
6,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,8,0,1,0,0,0,0
0,5,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,0,16,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,5,0,1
0,0,0,0,0,1,0,2
0,0,0,0,0,5,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,5
7,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,5,0,0,0
6,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
3,0,0,0,0,0,0,2
5,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,3,0,0,8,0,0,0
0,5,0,0,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
1,0,0,6,0,0,0,0
5,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,1,8,0,0,0
0,0,0,2,0,3,0,0
0,0,0,5,0,0,0,4
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,1
0,0,0,0,0,4,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,0,12,0,0,0
0,0,0,0,12,0,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,2,0,2
0,0,0,0,0,6,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,6,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,9,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,9,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,8,0,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,3,0,1,0,0
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,9,0,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,3
2,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,0,8,0,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,5,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,1,0,2,0,0,0,0
0,3,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,7,0,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,4,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,2,0,0,0,0
