"MO100E","MO100S","MO87E","MO87S","MO98E","MO98S","MO99E","MO99S"
0,0,0,0,0,0,70,0
11,0,0,0,12,0,46,0
0,6,63,0,0,0,0,0
0,0,0,69,0,0,0,0
0,0,0,28,0,41,0,0
0,0,0,0,0,0,0,69
68,0,0,0,0,0,0,0
11,0,0,51,0,6,0,0
2,0,66,0,0,0,0,0
0,60,0,8,0,0,0,0
0,68,0,0,0,0,0,0
0,0,68,0,0,0,0,0
0,0,0,68,0,0,0,0
0,0,0,68,0,0,0,0
0,0,0,15,0,0,0,53
0,0,0,68,0,0,0,0
0,0,0,0,0,0,68,0
33,0,0,0,0,15,0,19
15,0,44,0,8,0,0,0
67,0,0,0,0,0,0,0
0,38,0,0,0,0,29,0
0,0,67,0,0,0,0,0
0,0,0,67,0,0,0,0
0,0,0,0,0,67,0,0
0,0,0,0,0,0,67,0
0,0,0,0,0,0,0,67
0,0,0,0,0,0,0,67
0,0,0,0,0,0,0,67
66,0,0,0,0,0,0,0
15,0,51,0,0,0,0,0
0,66,0,0,0,0,0,0
0,66,0,0,0,0,0,0
0,0,66,0,0,0,0,0
0,0,0,0,44,22,0,0
0,0,0,0,0,10,0,56
0,0,0,0,0,0,66,0
0,0,0,0,0,0,66,0
0,0,0,0,0,0,66,0
0,0,0,0,0,0,66,0
19,0,0,0,0,46,0,0
7,0,0,0,0,0,58,0
65,0,0,0,0,0,0,0
0,65,0,0,0,0,0,0
0,0,0,65,0,0,0,0
0,0,0,0,65,0,0,0
0,0,0,0,0,65,0,0
0,0,0,0,0,36,0,29
0,0,0,0,0,0,65,0
64,0,0,0,0,0,0,0
13,34,0,0,0,0,0,17
0,64,0,0,0,0,0,0
0,0,64,0,0,0,0,0
0,0,47,17,0,0,0,0
0,0,64,0,0,0,0,0
0,0,0,0,0,0,64,0
0,0,0,0,0,0,64,0
63,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0
0,25,0,0,0,0,0,38
0,0,63,0,0,0,0,0
0,0,63,0,0,0,0,0
0,0,63,0,0,0,0,0
0,0,63,0,0,0,0,0
0,0,63,0,0,0,0,0
0,0,63,0,0,0,0,0
0,0,0,63,0,0,0,0
0,0,0,63,0,0,0,0
0,0,0,0,0,0,63,0
0,0,0,0,0,0,63,0
11,0,0,12,0,39,0,0
62,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0
0,62,0,0,0,0,0,0
0,62,0,0,0,0,0,0
0,62,0,0,0,0,0,0
0,0,62,0,0,0,0,0
0,0,33,0,29,0,0,0
0,0,0,62,0,0,0,0
0,0,0,0,0,62,0,0
0,0,0,0,0,62,0,0
0,0,0,0,0,62,0,0
0,0,0,0,0,62,0,0
0,0,0,0,0,0,62,0
0,0,0,0,0,0,62,0
61,0,0,0,0,0,0,0
38,0,0,0,0,13,0,10
50,11,0,0,0,0,0,0
0,10,0,0,0,0,51,0
0,0,0,0,0,0,61,0
0,0,0,0,0,0,0,61
60,0,0,0,0,0,0,0
16,0,0,0,13,0,31,0
21,0,0,0,0,0,39,0
0,0,0,60,0,0,0,0
0,0,0,60,0,0,0,0
0,0,0,0,0,60,0,0
0,0,0,0,0,5,55,0
0,0,0,0,0,0,60,0
0,0,0,0,0,0,60,0
0,0,0,0,0,0,60,0
59,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
0,59,0,0,0,0,0,0
0,13,0,0,0,46,0,0
0,0,59,0,0,0,0,0
0,0,59,0,0,0,0,0
0,0,0,59,0,0,0,0
0,0,0,24,0,0,35,0
0,0,0,0,59,0,0,0
0,0,0,0,0,0,59,0
0,0,0,0,0,0,59,0
0,0,0,0,0,0,59,0
0,0,0,0,0,0,0,59
58,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0
0,58,0,0,0,0,0,0
0,28,0,0,0,30,0,0
0,0,0,0,0,11,29,18
0,0,0,0,0,0,58,0
0,0,0,0,0,0,58,0
57,0,0,0,0,0,0,0
54,0,0,0,0,3,0,0
0,57,0,0,0,0,0,0
0,0,47,0,10,0,0,0
0,0,57,0,0,0,0,0
0,0,57,0,0,0,0,0
0,0,57,0,0,0,0,0
0,0,57,0,0,0,0,0
0,0,0,40,0,17,0,0
0,0,0,57,0,0,0,0
0,0,0,57,0,0,0,0
0,0,0,0,0,0,57,0
0,0,0,0,0,0,57,0
0,0,0,0,0,0,57,0
0,0,0,0,0,0,57,0
0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,57
56,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0
6,0,0,0,0,32,0,18
7,0,0,0,0,49,0,0
0,56,0,0,0,0,0,0
0,56,0,0,0,0,0,0
0,0,0,56,0,0,0,0
0,0,0,0,0,56,0,0
0,0,0,0,0,0,56,0
0,0,0,0,0,0,56,0
0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,56
17,11,0,0,20,7,0,0
23,0,32,0,0,0,0,0
6,5,0,0,0,0,44,0
6,0,0,0,0,0,49,0
6,0,0,0,36,13,0,0
26,0,0,29,0,0,0,0
0,55,0,0,0,0,0,0
0,55,0,0,0,0,0,0
0,55,0,0,0,0,0,0
0,55,0,0,0,0,0,0
0,0,0,55,0,0,0,0
0,0,0,0,0,0,55,0
0,0,0,0,0,0,55,0
0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,55
54,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0
33,0,0,0,0,21,0,0
19,0,0,35,0,0,0,0
14,40,0,0,0,0,0,0
12,0,0,0,0,0,42,0
54,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,34,0,0,0,0,0,20
0,11,0,0,0,34,0,9
0,0,54,0,0,0,0,0
0,0,54,0,0,0,0,0
0,0,0,16,0,0,38,0
0,0,0,25,0,29,0,0
0,0,0,0,54,0,0,0
0,0,0,0,14,27,0,13
0,0,0,0,0,54,0,0
0,0,0,0,0,54,0,0
0,0,0,0,0,54,0,0
0,0,0,0,0,0,54,0
0,0,0,0,0,0,54,0
0,0,0,0,0,0,54,0
0,0,0,0,0,0,0,54
51,0,0,0,0,0,0,2
0,53,0,0,0,0,0,0
0,53,0,0,0,0,0,0
0,53,0,0,0,0,0,0
0,7,0,0,0,0,0,46
0,53,0,0,0,0,0,0
0,0,53,0,0,0,0,0
0,0,53,0,0,0,0,0
0,0,0,12,0,41,0,0
0,0,0,0,0,53,0,0
0,0,0,0,0,0,53,0
0,0,52,0,0,0,0,0
0,0,52,0,0,0,0,0
0,0,52,0,0,0,0,0
0,0,52,0,0,0,0,0
0,0,0,52,0,0,0,0
0,0,0,52,0,0,0,0
0,0,0,0,52,0,0,0
0,0,0,0,0,52,0,0
0,0,0,0,0,52,0,0
0,0,0,0,0,0,52,0
0,0,0,0,0,0,52,0
0,51,0,0,0,0,0,0
0,29,0,0,22,0,0,0
0,0,51,0,0,0,0,0
0,0,51,0,0,0,0,0
0,0,51,0,0,0,0,0
0,0,51,0,0,0,0,0
0,0,0,51,0,0,0,0
0,0,0,31,20,0,0,0
0,0,0,0,47,4,0,0
0,0,0,0,0,51,0,0
0,0,0,0,0,0,47,4
0,0,0,0,0,0,51,0
0,0,0,0,0,0,0,51
50,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
0,50,0,0,0,0,0,0
0,50,0,0,0,0,0,0
0,0,50,0,0,0,0,0
0,0,50,0,0,0,0,0
0,0,0,30,20,0,0,0
0,0,0,0,41,9,0,0
0,0,0,0,0,50,0,0
0,0,0,0,0,50,0,0
0,0,0,0,0,0,50,0
0,0,0,0,0,0,50,0
0,0,0,0,0,0,50,0
49,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
14,0,0,35,0,0,0,0
5,0,0,0,0,44,0,0
0,49,0,0,0,0,0,0
0,12,0,0,0,31,0,6
0,49,0,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,0,49,0,0,0,0
0,0,0,11,38,0,0,0
0,0,0,0,49,0,0,0
0,0,0,0,0,49,0,0
0,0,0,0,0,0,49,0
0,0,0,0,0,0,0,49
0,0,0,0,0,0,0,49
0,0,0,0,0,0,0,49
48,0,0,0,0,0,0,0
10,0,29,3,0,6,0,0
9,0,0,0,0,0,39,0
0,48,0,0,0,0,0,0
0,48,0,0,0,0,0,0
0,48,0,0,0,0,0,0
0,0,48,0,0,0,0,0
0,0,48,0,0,0,0,0
0,0,0,48,0,0,0,0
0,0,0,48,0,0,0,0
0,0,0,48,0,0,0,0
0,0,0,7,41,0,0,0
0,0,0,0,0,48,0,0
0,0,0,0,0,48,0,0
0,0,0,0,0,48,0,0
0,0,0,0,0,48,0,0
0,0,0,0,0,23,0,25
0,0,0,0,0,0,48,0
0,0,0,0,0,0,48,0
0,0,0,0,0,0,0,48
0,0,0,0,0,0,0,48
0,0,0,0,0,0,0,48
45,0,0,0,0,2,0,0
47,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
12,20,0,0,0,0,0,15
11,36,0,0,0,0,0,0
4,0,0,0,0,0,43,0
0,10,0,0,0,37,0,0
0,0,47,0,0,0,0,0
0,0,47,0,0,0,0,0
0,0,45,0,0,2,0,0
0,0,47,0,0,0,0,0
0,0,47,0,0,0,0,0
0,0,0,47,0,0,0,0
0,0,0,47,0,0,0,0
0,0,0,0,0,47,0,0
0,0,0,0,0,0,47,0
0,0,0,0,0,0,47,0
0,0,0,0,0,0,47,0
0,0,0,0,0,0,47,0
0,0,0,0,0,0,47,0
0,0,0,0,0,0,47,0
14,0,26,6,0,0,0,0
0,19,0,0,0,27,0,0
0,0,46,0,0,0,0,0
0,0,46,0,0,0,0,0
0,0,0,38,0,8,0,0
0,0,0,0,0,46,0,0
0,0,0,0,0,46,0,0
0,0,0,0,0,46,0,0
0,0,0,0,0,0,46,0
0,0,0,0,0,0,46,0
0,0,0,0,0,0,46,0
0,0,0,0,0,0,46,0
0,0,0,0,0,0,46,0
0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,46
0,0,0,0,0,0,0,46
45,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0
10,0,0,0,0,0,35,0
45,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0
0,45,0,0,0,0,0,0
0,0,45,0,0,0,0,0
0,0,0,45,0,0,0,0
0,0,0,45,0,0,0,0
0,0,0,0,0,0,45,0
0,0,0,0,0,0,45,0
0,0,0,0,0,0,45,0
0,0,0,0,0,0,45,0
0,0,0,0,0,0,0,45
44,0,0,0,0,0,0,0
27,0,0,17,0,0,0,0
4,0,40,0,0,0,0,0
0,44,0,0,0,0,0,0
0,44,0,0,0,0,0,0
0,44,0,0,0,0,0,0
0,0,44,0,0,0,0,0
0,0,0,33,0,11,0,0
0,0,0,44,0,0,0,0
0,0,0,44,0,0,0,0
0,0,0,44,0,0,0,0
0,0,0,0,0,0,44,0
0,0,0,0,0,0,44,0
43,0,0,0,0,0,0,0
5,0,0,0,0,0,38,0
43,0,0,0,0,0,0,0
0,34,0,0,0,5,0,4
0,0,43,0,0,0,0,0
0,0,0,43,0,0,0,0
0,0,0,43,0,0,0,0
0,0,0,0,0,43,0,0
0,0,0,0,0,14,0,29
0,0,0,0,0,43,0,0
0,0,0,0,0,0,43,0
0,0,0,0,0,0,43,0
0,0,0,0,0,0,0,43
42,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0
16,0,0,0,0,16,0,10
42,0,0,0,0,0,0,0
0,42,0,0,0,0,0,0
0,42,0,0,0,0,0,0
0,0,42,0,0,0,0,0
0,0,42,0,0,0,0,0
0,0,42,0,0,0,0,0
0,0,0,36,0,6,0,0
0,0,0,18,0,0,0,24
0,0,0,0,0,0,42,0
0,0,0,0,0,0,42,0
0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,42
0,0,0,0,0,0,0,42
41,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0
17,0,0,0,0,24,0,0
23,14,0,4,0,0,0,0
41,0,0,0,0,0,0,0
0,0,41,0,0,0,0,0
0,0,41,0,0,0,0,0
0,0,41,0,0,0,0,0
0,0,41,0,0,0,0,0
0,0,0,41,0,0,0,0
0,0,0,30,11,0,0,0
0,0,0,41,0,0,0,0
0,0,0,0,41,0,0,0
0,0,0,0,0,41,0,0
0,0,0,0,0,41,0,0
0,0,0,0,0,0,41,0
0,0,0,0,0,0,41,0
40,0,0,0,0,0,0,0
21,0,0,0,0,0,0,19
0,40,0,0,0,0,0,0
0,40,0,0,0,0,0,0
0,18,0,22,0,0,0,0
0,40,0,0,0,0,0,0
0,40,0,0,0,0,0,0
0,0,40,0,0,0,0,0
0,0,0,12,0,28,0,0
0,0,0,0,40,0,0,0
0,0,0,0,40,0,0,0
0,0,0,0,14,20,0,6
0,0,0,0,0,40,0,0
0,0,0,0,0,40,0,0
0,0,0,0,0,0,40,0
0,0,0,0,0,0,40,0
0,0,0,0,0,0,40,0
0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,40
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
0,39,0,0,0,0,0,0
0,0,39,0,0,0,0,0
0,0,0,39,0,0,0,0
0,0,0,10,0,29,0,0
0,0,0,0,39,0,0,0
0,0,0,0,39,0,0,0
0,0,0,0,39,0,0,0
0,0,0,0,0,0,39,0
0,0,0,0,0,0,0,39
38,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
20,0,0,0,0,0,0,18
38,0,0,0,0,0,0,0
0,16,0,0,0,22,0,0
0,38,0,0,0,0,0,0
0,0,38,0,0,0,0,0
0,0,38,0,0,0,0,0
0,0,0,38,0,0,0,0
0,0,0,38,0,0,0,0
0,0,0,15,0,0,23,0
0,0,0,38,0,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,38,0,0,0
0,0,0,0,0,38,0,0
0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,38
37,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0
13,0,0,24,0,0,0,0
24,0,0,13,0,0,0,0
0,37,0,0,0,0,0,0
0,0,37,0,0,0,0,0
0,0,37,0,0,0,0,0
0,0,37,0,0,0,0,0
0,0,0,37,0,0,0,0
0,0,0,25,0,0,0,12
0,0,0,37,0,0,0,0
0,0,0,5,0,32,0,0
0,0,0,0,37,0,0,0
0,0,0,0,0,0,37,0
0,0,0,0,0,0,37,0
0,0,0,0,0,0,37,0
0,0,0,0,0,0,0,37
0,0,0,0,0,0,0,37
0,0,0,0,0,0,0,37
0,0,0,0,0,0,0,37
36,0,0,0,0,0,0,0
19,0,0,17,0,0,0,0
23,0,0,0,0,13,0,0
36,0,0,0,0,0,0,0
19,0,0,0,0,17,0,0
36,0,0,0,0,0,0,0
22,0,0,0,14,0,0,0
15,0,0,0,0,21,0,0
25,0,0,0,0,11,0,0
0,36,0,0,0,0,0,0
0,36,0,0,0,0,0,0
0,36,0,0,0,0,0,0
0,27,0,0,0,0,0,9
0,36,0,0,0,0,0,0
0,36,0,0,0,0,0,0
0,0,36,0,0,0,0,0
0,0,0,36,0,0,0,0
0,0,0,36,0,0,0,0
0,0,0,27,0,9,0,0
0,0,0,12,0,10,0,14
0,0,0,36,0,0,0,0
0,0,0,0,36,0,0,0
0,0,0,0,32,0,4,0
0,0,0,0,0,36,0,0
0,0,0,0,0,36,0,0
0,0,0,0,0,36,0,0
0,0,0,0,0,36,0,0
0,0,0,0,0,0,36,0
0,0,0,0,0,0,36,0
35,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
10,0,0,0,0,25,0,0
0,35,0,0,0,0,0,0
0,35,0,0,0,0,0,0
0,35,0,0,0,0,0,0
0,35,0,0,0,0,0,0
0,8,0,0,0,27,0,0
0,35,0,0,0,0,0,0
0,5,0,0,0,0,30,0
0,35,0,0,0,0,0,0
0,35,0,0,0,0,0,0
0,0,35,0,0,0,0,0
0,0,35,0,0,0,0,0
0,0,35,0,0,0,0,0
0,0,0,35,0,0,0,0
0,0,0,35,0,0,0,0
0,0,0,6,0,29,0,0
0,0,0,0,35,0,0,0
0,0,0,0,0,35,0,0
0,0,0,0,0,35,0,0
0,0,0,0,0,35,0,0
0,0,0,0,0,35,0,0
0,0,0,0,0,35,0,0
0,0,0,0,0,0,35,0
0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,35
34,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
12,0,0,0,0,0,0,22
24,0,0,0,10,0,0,0
34,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0
0,34,0,0,0,0,0,0
0,34,0,0,0,0,0,0
0,34,0,0,0,0,0,0
0,34,0,0,0,0,0,0
0,0,0,34,0,0,0,0
0,0,0,34,0,0,0,0
0,0,0,34,0,0,0,0
0,0,0,34,0,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,34,0,0,0
0,0,0,0,28,0,0,6
0,0,0,0,0,34,0,0
0,0,0,0,0,34,0,0
0,0,0,0,0,34,0,0
0,0,0,0,0,0,34,0
0,0,0,0,0,0,34,0
0,0,0,0,0,0,34,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
10,0,0,7,0,16,0,0
8,0,0,25,0,0,0,0
33,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0
0,33,0,0,0,0,0,0
0,0,0,25,0,4,0,4
0,0,0,33,0,0,0,0
0,0,0,12,0,0,0,21
0,0,0,0,33,0,0,0
0,0,0,0,33,0,0,0
0,0,0,0,0,33,0,0
0,0,0,0,0,33,0,0
0,0,0,0,0,33,0,0
0,0,0,0,0,33,0,0
0,0,0,0,0,33,0,0
0,0,0,0,0,0,33,0
0,0,0,0,0,0,33,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0
0,32,0,0,0,0,0,0
0,17,0,0,0,0,0,15
0,32,0,0,0,0,0,0
0,0,32,0,0,0,0,0
0,0,0,32,0,0,0,0
0,0,0,32,0,0,0,0
0,0,0,32,0,0,0,0
0,0,0,32,0,0,0,0
0,0,0,32,0,0,0,0
0,0,0,17,0,15,0,0
0,0,0,0,32,0,0,0
0,0,0,0,32,0,0,0
0,0,0,0,0,20,0,12
0,0,0,0,0,0,32,0
0,0,0,0,0,0,32,0
0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,32
31,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
19,0,12,0,0,0,0,0
31,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
0,31,0,0,0,0,0,0
0,31,0,0,0,0,0,0
0,31,0,0,0,0,0,0
0,31,0,0,0,0,0,0
0,27,4,0,0,0,0,0
0,0,31,0,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,0,31,0,0,0
0,0,0,0,0,31,0,0
0,0,0,0,0,0,31,0
0,0,0,0,0,0,31,0
0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,31
30,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0
0,30,0,0,0,0,0,0
0,0,0,27,0,3,0,0
0,0,0,30,0,0,0,0
0,0,0,30,0,0,0,0
0,0,0,30,0,0,0,0
0,0,0,25,0,0,0,5
0,0,0,4,0,26,0,0
0,0,0,0,25,5,0,0
0,0,0,0,30,0,0,0
0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0
0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30
0,0,0,0,0,0,0,30
29,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
25,0,0,0,0,4,0,0
24,0,0,0,0,5,0,0
0,29,0,0,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,12,0,0,0,17
0,0,0,0,29,0,0,0
0,0,0,0,29,0,0,0
0,0,0,0,29,0,0,0
0,0,0,0,0,29,0,0
0,0,0,0,0,29,0,0
0,0,0,0,0,0,0,29
0,0,0,0,0,0,0,29
0,0,0,0,0,0,0,29
0,0,0,0,0,0,0,29
28,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
8,0,0,0,0,20,0,0
28,0,0,0,0,0,0,0
11,0,0,0,17,0,0,0
0,28,0,0,0,0,0,0
0,28,0,0,0,0,0,0
0,28,0,0,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,0,28,0,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,28,0,0
0,0,0,0,0,0,28,0
0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,28
0,0,0,0,0,0,0,28
27,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
9,0,0,0,0,0,18,0
9,0,0,13,0,0,5,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,27,0,0,0,0,0,0
0,14,0,0,0,0,0,13
0,15,0,0,0,0,0,12
0,0,0,27,0,0,0,0
0,0,0,27,0,0,0,0
0,0,0,15,0,12,0,0
0,0,0,27,0,0,0,0
0,0,0,0,27,0,0,0
0,0,0,0,27,0,0,0
0,0,0,0,27,0,0,0
0,0,0,0,27,0,0,0
0,0,0,0,0,18,0,9
0,0,0,0,0,27,0,0
0,0,0,0,0,27,0,0
0,0,0,0,0,27,0,0
0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,27
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
20,0,0,0,0,0,6,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
4,22,0,0,0,0,0,0
0,26,0,0,0,0,0,0
0,26,0,0,0,0,0,0
0,26,0,0,0,0,0,0
0,26,0,0,0,0,0,0
0,26,0,0,0,0,0,0
0,26,0,0,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,26,0,0,0,0
0,0,0,0,0,26,0,0
0,0,0,0,0,26,0,0
0,0,0,0,0,20,0,6
0,0,0,0,0,26,0,0
0,0,0,0,0,26,0,0
0,0,0,0,0,26,0,0
0,0,0,0,0,0,26,0
0,0,0,0,0,0,26,0
25,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
15,10,0,0,0,0,0,0
25,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,16,0,0,0,7,0,2
0,25,0,0,0,0,0,0
0,25,0,0,0,0,0,0
0,0,25,0,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,21,0,4,0,0
0,0,0,25,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,15,0,10,0,0
0,0,0,7,18,0,0,0
0,0,0,25,0,0,0,0
0,0,0,0,25,0,0,0
0,0,0,0,25,0,0,0
0,0,0,0,25,0,0,0
0,0,0,0,0,25,0,0
0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,25
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
7,0,0,0,14,3,0,0
24,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,24,0,0,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,19,0,5,0,0
0,0,0,24,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,0,19,0,0,5
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,24,0,0,0
0,0,0,0,0,21,0,3
0,0,0,0,0,24,0,0
0,0,0,0,0,24,0,0
0,0,0,0,0,13,0,11
0,0,0,0,0,24,0,0
0,0,0,0,0,24,0,0
0,0,0,0,0,24,0,0
0,0,0,0,0,24,0,0
0,0,0,0,0,0,24,0
23,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
18,0,0,0,0,5,0,0
23,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,23,0,0,0,0,0,0
0,12,0,0,0,0,0,11
0,23,0,0,0,0,0,0
0,0,23,0,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,5,18,0,0,0
0,0,0,23,0,0,0,0
0,0,0,0,23,0,0,0
0,0,0,0,23,0,0,0
0,0,0,0,19,0,0,4
0,0,0,0,0,23,0,0
0,0,0,0,0,23,0,0
0,0,0,0,0,11,0,12
0,0,0,0,0,23,0,0
0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,23
22,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
12,0,0,10,0,0,0,0
22,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
