"MO100E","MO100S","MO87E","MO87S","MO98E","MO98S","MO99E","MO99S"
22,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
4,0,0,7,0,11,0,0
0,22,0,0,0,0,0,0
0,22,0,0,0,0,0,0
0,22,0,0,0,0,0,0
0,22,0,0,0,0,0,0
0,22,0,0,0,0,0,0
0,22,0,0,0,0,0,0
0,22,0,0,0,0,0,0
0,0,22,0,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,22,0,0,0
0,0,0,0,0,22,0,0
0,0,0,0,0,16,0,6
0,0,0,0,0,14,0,8
0,0,0,0,0,22,0,0
0,0,0,0,0,22,0,0
0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,22
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0
0,21,0,0,0,0,0,0
0,21,0,0,0,0,0,0
0,21,0,0,0,0,0,0
0,21,0,0,0,0,0,0
0,21,0,0,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,0,21,0,0,0
0,0,0,0,21,0,0,0
0,0,0,0,21,0,0,0
0,0,0,0,21,0,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,21,0,0
0,0,0,0,0,0,21,0
0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,21
20,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
10,0,0,0,0,0,0,10
20,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,15,0,0,0,5,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,20,0,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,20,0,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,20,0,0
0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,20
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
10,9,0,0,0,0,0,0
8,0,0,0,0,11,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
2,0,0,0,10,7,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,19,0,0,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,0,19,0,0,0
0,0,0,0,19,0,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,19,0,0
0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,19
18,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0
0,8,0,10,0,0,0,0
0,18,0,0,0,0,0,0
0,18,0,0,0,0,0,0
0,18,0,0,0,0,0,0
0,18,0,0,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,9,0,9,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,12,0,6,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,18,0,0,0,0
0,0,0,0,18,0,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,12,0,6
0,0,0,0,0,18,0,0
0,0,0,0,0,18,0,0
0,0,0,0,0,10,0,8
0,0,0,0,0,18,0,0
0,0,0,0,0,6,0,12
0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,18
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
10,0,0,7,0,0,0,0
17,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,17,0,0,0,0,0,0
0,0,17,0,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,11,0,6,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,17,0,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,17,0,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,17
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,11,0,5,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,16,0,0,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,0,16,0,0,0
0,0,0,0,16,0,0,0
0,0,0,0,0,16,0,0
0,0,0,0,0,16,0,0
0,0,0,0,0,11,0,5
0,0,0,0,0,6,0,10
0,0,0,0,0,16,0,0
0,0,0,0,0,16,0,0
0,0,0,0,0,16,0,0
0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,16
15,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
10,0,0,0,5,0,0,0
15,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
7,0,0,0,0,0,0,8
15,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,7,0,0,8,0,0,0
0,15,0,0,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,15,0,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,15,0,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,15
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
3,0,0,11,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,14,0,0,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,6,8,0,0,0
0,0,0,4,0,10,0,0
0,0,0,9,0,0,0,5
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,14,0,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,14,0,0
0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,14
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,13,0,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,13,0,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,9,0,4
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,13,0,0
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,13
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,4,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,12,0,0,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,0,12,0,0,0
0,0,0,0,12,0,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,9,0,3
0,0,0,0,0,5,0,7
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,12,0,0
0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,12
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,11,0,0,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,11,0,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,6,0,5
0,0,0,0,0,11,0,0
0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,11
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
8,0,0,0,0,0,0,2
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
3,0,0,0,0,7,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,10,0,0,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,9,0,0,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,5,0,4,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,9,0,0,0,0
0,0,0,0,9,0,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,8,0,0,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,8,0,0,0,0
0,0,0,0,8,0,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,7,0,0,0,0,0,0
0,4,0,3,0,0,0,0
0,7,0,0,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,0,7,0,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,7,0,0
0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,6,0,0,0,0,0,0
